[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.632037619] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.633890545] [gimbal_controller]: 图像中心设置为: (400, 300)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.634772238] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.635413893] [gimbal_controller]: 发布话题: /uart1_sender_topic (30Hz)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.636984782] [gimbal_controller]: 控制频率: 30Hz
[2025-08-01 16:06:36] [gimbal_controller] [INFO] [1754035596.724569030] [gimbal_controller]: 目标: (407, 305) | 误差: (+7,+5) | 成功计数:0
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.388458176] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.389192579] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.394548642] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.419198376] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.455271015] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.486128171] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:3
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.514941367] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.555726665] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.581715415] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.618258795] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.648806207] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.687114428] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.714266613] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.719863006] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:0
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.720983859] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.751182153] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:1
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.788229815] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.814937509] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.848814232] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.879418518] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.916658676] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.952178909] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:00] [gimbal_controller] [INFO] [1754035740.977589295] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.015525065] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.046794629] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.050512433] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.052691433] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.084375448] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.115531265] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:2
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.142570869] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.182633723] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.216613402] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:5
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.247677346] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.280298177] [gimbal_controller]: 目标: (399, 300) | 误差: (-1,+0) | 成功计数:7
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.313750533] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.349983877] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.379895176] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.384615127] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.388829338] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.411287822] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.450005243] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.481115561] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.510448205] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.544768836] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.583709087] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.612726736] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.648453757] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.679664698] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.710905680] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.713507297] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.720704325] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.742930355] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.777670978] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.814151359] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.847875835] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.877761177] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.912117974] [gimbal_controller]: 目标: (401, 300) | 误差: (+1,+0) | 成功计数:6
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.942167229] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:01] [gimbal_controller] [INFO] [1754035741.975382173] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.014086469] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.040338881] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.041015243] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.043576610] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.077607913] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.102917676] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.142870282] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.181797116] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.207819115] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.243642384] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.274217212] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.313738160] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.342453941] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.382158635] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.384812167] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.392645600] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.409634273] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.441735363] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.476510402] [gimbal_controller]: 目标: (401, 300) | 误差: (+1,+0) | 成功计数:3
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.514340882] [gimbal_controller]: 目标: (401, 300) | 误差: (+1,+0) | 成功计数:4
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.539191279] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.580676272] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.622221056] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.654703639] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.697798018] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.727862147] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.732566057] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.737248092] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.753958228] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.779702566] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.810828342] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.840429314] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.870337405] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.904382125] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.935867227] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:02] [gimbal_controller] [INFO] [1754035742.984710245] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.007302310] [gimbal_controller]: 目标: (401, 300) | 误差: (+1,+0) | 成功计数:9
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.041123326] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.045222622] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.051172216] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.073402330] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.112565993] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.138902986] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.190100292] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.217311976] [gimbal_controller]: 目标: (401, 300) | 误差: (+1,+0) | 成功计数:5
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.242381119] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.275690561] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.302025221] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.331919895] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.368773894] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.369673377] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.376511079] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.400911151] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.435932352] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.481893467] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.514087889] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:4
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.536733620] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.568641339] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.600881843] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.637116646] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:8
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.674084393] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:9
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.712611943] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.715966337] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:0
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.720718954] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.744897363] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:1
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.768473784] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:2
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.809268416] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:3
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.850936572] [gimbal_controller]: 目标: (401, 300) | 误差: (+1,+0) | 成功计数:4
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.875630638] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:5
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.904806077] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:6
[2025-08-01 16:09:03] [gimbal_controller] [INFO] [1754035743.934092055] [gimbal_controller]: 目标: (400, 300) | 误差: (+0,+0) | 成功计数:7
